label,x,y,z,w,h,l,roll,pitch,yaw
250,0.382718,0.090151,-0.477795,0.044577,0.042185,0.045330,0.122293,-0.254323,1.572060
125,0.106597,0.064281,-0.402718,0.009772,0.011394,0.011405,-1.291291,0.327882,0.092169
125,-0.102635,0.009255,-0.220667,0.010982,0.010458,0.011354,0.929361,-1.119082,-2.549993
125,-0.142780,0.002871,-0.217033,0.009550,0.011135,0.011145,1.115248,-0.935197,-2.766059
125,-0.255652,0.030066,-0.275926,0.028242,0.031484,0.028587,1.923061,-0.267710,1.580520
125,-0.138325,0.026599,-0.259685,0.033579,0.031977,0.034719,2.379403,-0.271488,1.577950
250,-0.236387,0.070938,-0.399910,0.042764,0.037592,0.040884,1.284954,-0.261441,1.580736
250,-0.122491,0.085549,-0.475830,0.029658,0.034580,0.034612,0.499306,-0.255472,1.575757
125,0.329729,0.087084,-0.499048,0.022422,0.019711,0.021437,0.411798,0.019900,1.697915
250,0.211421,0.019172,-0.231686,0.029823,0.034773,0.034806,2.031258,-0.438441,1.894042
250,0.252093,0.072485,-0.428671,0.029098,0.033928,0.033959,1.058501,-0.259356,1.579826
250,-0.280132,0.075958,-0.440938,0.032107,0.028224,0.030696,1.102426,-0.032021,2.070308
250,0.054545,0.096662,-0.499907,0.044440,0.042320,0.045949,-0.583608,-0.255907,1.565088
