label,x,y,z,w,h,l,roll,pitch,yaw
125,0.161390,0.014891,-0.223425,0.011274,0.010669,0.011464,-1.168275,-0.825203,-0.303163
125,0.197054,0.033005,-0.271628,0.010000,0.008791,0.009561,-1.267215,-0.475626,-0.142470
125,-0.210230,0.080048,-0.444280,0.032751,0.031188,0.033863,1.182641,-0.232759,1.665351
125,0.243961,0.075552,-0.431721,0.031912,0.030389,0.032995,-1.086552,-0.103775,1.228388
125,0.218063,0.033873,-0.303489,0.014448,0.016846,0.016862,-1.849284,-0.271753,1.560823
250,0.229361,0.062706,-0.380677,0.033024,0.031448,0.034145,-1.381242,-0.267120,1.560609
250,-0.061205,0.078003,-0.415552,0.040861,0.035920,0.039065,1.001932,-0.263614,1.579536
250,-0.075171,0.087913,-0.462427,0.038744,0.036896,0.040060,0.810061,-0.262104,1.578310
250,-0.131058,0.035693,-0.280486,0.030560,0.034068,0.030933,-1.807590,-0.285220,1.503619
250,-0.296140,0.090160,-0.458661,0.039261,0.045778,0.045820,-0.729150,-0.261540,1.563886
250,-0.242322,0.047883,-0.323093,0.030255,0.035276,0.035309,-1.733444,-0.270624,1.560560
250,-0.249986,0.106355,-0.530376,0.034835,0.038834,0.035260,-0.639863,-0.020270,1.379289
125,0.127494,0.012845,-0.235702,0.011234,0.009875,0.010740,-2.270905,-0.815306,1.028794
250,0.019926,0.008764,-0.179731,0.036137,0.034412,0.037363,2.969767,-0.278844,1.572570
250,-0.024374,0.111319,-0.554644,0.034429,0.032786,0.035598,0.335028,-0.259549,1.574207
