label,x,y,z,w,h,l,roll,pitch,yaw
125,0.047391,0.181173,-0.324332,0.011274,0.010669,0.011464,0.969479,0.116921,3.061729
125,0.330135,0.173934,-0.326682,0.013479,0.012836,0.013937,-1.281393,-0.543478,1.275782
125,0.349453,0.245828,-0.415210,0.034707,0.033051,0.035885,-0.873393,-0.590238,1.561531
125,0.287383,0.223280,-0.397953,0.011255,0.012547,0.011392,-0.785249,0.652645,0.545895
125,0.053295,0.226329,-0.385049,0.033020,0.029027,0.031569,0.956648,-0.590900,1.580676
250,0.077763,0.134374,-0.248149,0.039538,0.037416,0.040205,2.112623,-0.601822,1.581154
250,0.314677,0.198284,-0.340895,0.040095,0.038182,0.041456,-1.226116,-0.593291,1.559419
125,-0.089797,0.171046,-0.320073,0.014635,0.012865,0.013992,-1.354191,-0.563648,1.292832
125,-0.344269,0.247358,-0.425493,0.010000,0.008791,0.009561,0.649134,0.787916,2.390217
125,-0.144326,0.059320,-0.155926,0.014528,0.016196,0.014706,-2.242926,-0.983740,1.095558
250,-0.165135,0.156690,-0.286668,0.032262,0.030531,0.032807,-1.826095,-0.599198,1.559100
250,-0.132870,0.221380,-0.374988,0.041155,0.038946,0.041849,-0.980819,-0.591100,1.560751
250,-0.020611,0.166766,-0.305407,0.026471,0.025208,0.027370,-1.579628,-0.596763,1.558708
