label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.129108,-0.017383,-0.118840,0.021712,0.024204,0.021977,0.810835,-1.001695,-2.466495
250,0.083834,0.004658,-0.172746,0.034190,0.032356,0.034767,-2.658173,-0.389189,1.565791
125,0.279121,0.112734,-0.447655,0.009707,0.010822,0.009826,1.118647,0.555408,2.890872
125,0.455010,0.126904,-0.498603,0.010000,0.008791,0.009561,-0.295010,1.172348,1.252315
125,0.437089,0.161698,-0.566142,0.029789,0.026187,0.028480,-0.006104,-0.177658,1.569473
250,0.294344,0.048121,-0.281899,0.029705,0.026112,0.028399,2.030173,-0.384781,1.580450
125,-0.146553,0.023884,-0.236591,0.018354,0.016135,0.017548,2.257410,-0.490322,1.709921
125,-0.087556,-0.007979,-0.165746,0.010982,0.010458,0.011354,0.709599,-1.059460,-2.348534
125,-0.189888,0.065023,-0.337176,0.023363,0.022248,0.024156,1.478987,-0.376524,2.012080
125,0.167064,0.078290,-0.366229,0.023241,0.020431,0.022220,-1.389085,-0.351689,1.359802
250,0.487036,0.124133,-0.464829,0.039923,0.037781,0.040597,-0.385460,-0.371067,1.566747
