label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.098018,0.051534,-0.344881,0.030345,0.033828,0.030715,-1.685852,-0.475491,1.559630
125,0.068286,0.136589,-0.514003,0.011274,0.010669,0.011464,0.848836,0.807760,2.574835
125,0.323938,0.082095,-0.428016,0.009707,0.010822,0.009826,-1.047488,0.417950,0.230037
125,0.015981,0.024645,-0.301739,0.021507,0.025077,0.025101,1.789218,-0.563248,1.898443
125,0.261314,0.170326,-0.557339,0.048044,0.042234,0.045933,-0.303940,-0.464778,1.567432
250,0.147224,0.145256,-0.520728,0.036416,0.040596,0.036860,0.226587,-0.374121,1.596751
250,0.296881,0.099329,-0.432950,0.034986,0.030755,0.033448,-0.911359,-0.460406,1.550505
125,-0.149535,0.052628,-0.368702,0.010239,0.011939,0.011950,-1.549522,-0.474130,1.559558
125,-0.270924,0.138582,-0.514282,0.030480,0.033978,0.030852,0.067198,-0.464340,1.571551
125,-0.099541,0.024985,-0.309412,0.016878,0.018816,0.017084,-1.328990,-0.550884,0.416881
250,-0.347186,0.118406,-0.471011,0.039242,0.037137,0.039905,0.613116,-0.466147,1.577265
250,0.000656,0.145756,-0.534924,0.028868,0.027319,0.029355,0.709760,-0.295118,1.747753
250,0.182955,-0.024939,-0.206638,0.021312,0.024849,0.024872,2.990157,-1.321522,1.698498
