label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.074970,0.080059,-0.219297,0.036232,0.034288,0.036843,2.972363,-0.470592,1.572677
250,-0.001736,0.171927,-0.403363,0.031048,0.036202,0.036236,-0.546613,-0.452198,1.564993
125,0.094445,0.088335,-0.243961,0.011274,0.010669,0.011464,-1.042909,-0.489297,-0.267484
125,-0.192155,0.072456,-0.229047,0.010160,0.008931,0.009713,1.370423,-0.787525,2.925619
125,0.037636,0.192125,-0.466392,0.016493,0.015608,0.016771,-0.531473,0.408362,1.077592
125,0.088138,0.088297,-0.253193,0.016512,0.019253,0.019271,-1.644758,-0.684039,0.766012
125,0.154251,0.087324,-0.243420,0.010314,0.012026,0.012037,-1.073186,-0.372420,-0.195140
125,-0.041795,0.102408,-0.266822,0.029260,0.032618,0.029617,-2.932475,-0.470517,1.568479
125,-0.203757,0.108332,-0.284004,0.024460,0.027267,0.024758,1.862038,-0.472752,1.614140
125,-0.326394,0.174058,-0.408865,0.031867,0.028013,0.030466,1.154029,-0.386543,1.777274
250,-0.400189,0.208227,-0.469961,0.042655,0.040620,0.044104,-0.566330,-0.452303,1.564807
