label,x,y,z,w,h,l,roll,pitch,yaw
125,0.248292,0.142419,-0.412349,0.027101,0.023824,0.025910,0.954758,-0.464507,1.579952
125,0.002783,0.158328,-0.452896,0.010982,0.010458,0.011354,-0.844236,0.820155,0.576301
125,-0.244403,0.122653,-0.374589,0.011430,0.010885,0.011819,1.088501,0.215093,3.030313
125,-0.140056,0.196335,-0.520884,0.028121,0.026779,0.029076,0.245703,-0.264967,1.628285
125,-0.175322,0.029605,-0.188016,0.033330,0.031541,0.033892,2.645471,-0.479069,1.576136
250,-0.023697,0.026542,-0.180108,0.030991,0.027243,0.029629,-2.807176,-0.479717,1.567115
250,-0.180365,0.152821,-0.431133,0.028630,0.025168,0.027372,0.744420,-0.462925,1.578397
250,-0.206704,0.049298,-0.232813,0.024513,0.021549,0.023436,2.067868,-0.764892,2.047011
250,0.106436,0.119085,-0.361379,0.029796,0.034741,0.034773,-1.431122,-0.468901,1.559688
250,0.497029,0.178697,-0.487696,0.026734,0.025299,0.027185,-0.668916,-0.462433,1.563840
250,0.297291,0.179632,-0.491952,0.021892,0.019244,0.020929,0.338352,-0.046944,1.733892
