label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.237312,0.104848,-0.331225,0.027662,0.026342,0.028601,1.666278,-0.600626,1.608274
250,0.085891,0.057441,-0.263182,0.022076,0.025740,0.025764,-2.031467,-0.639346,1.473923
125,-0.463292,0.212681,-0.496249,0.018269,0.020366,0.018492,-0.335389,-0.180217,1.398232
250,-0.494332,0.248531,-0.533023,0.035427,0.039494,0.035860,-0.193438,-0.587519,1.568472
125,-0.100368,-0.005123,-0.174203,0.012781,0.014247,0.012937,0.069861,-0.971801,-1.655320
125,-0.223850,0.074621,-0.293297,0.009550,0.011135,0.011145,0.922589,-0.372113,-2.872881
125,-0.036301,0.038383,-0.232750,0.028803,0.027429,0.029781,-2.759982,-0.606616,1.566293
125,-0.213028,0.031301,-0.233026,0.014621,0.017048,0.017064,1.074326,-0.900642,-2.996232
125,-0.206535,0.213250,-0.497391,0.009550,0.011135,0.011145,0.670677,0.769953,2.421398
250,-0.205457,0.119357,-0.352087,0.024383,0.028431,0.028457,1.490850,-0.596566,1.582852
