label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.034335,0.144728,-0.474808,0.047204,0.044951,0.048806,-0.331328,-0.353839,1.567316
250,-0.306843,0.117118,-0.429910,0.023682,0.027613,0.027638,1.050801,0.120983,2.479510
250,0.126737,0.110292,-0.387496,0.040345,0.035466,0.038572,-1.327221,-0.360899,1.560414
125,0.301911,0.129522,-0.459248,0.025238,0.022186,0.024128,0.467300,-0.354369,1.575616
250,0.259229,0.155815,-0.528115,0.028146,0.026803,0.029101,0.487843,-0.354463,1.575811
250,0.395819,0.145110,-0.486566,0.035003,0.030770,0.033465,-0.189737,-0.353473,1.568779
125,0.119060,0.048127,-0.234977,0.011274,0.010669,0.011464,-1.160393,-0.472008,-0.195312
125,-0.222921,0.052584,-0.267735,0.011274,0.010669,0.011464,1.155749,-0.492270,-2.936267
125,-0.092815,0.028061,-0.205124,0.011052,0.009715,0.010566,0.140509,-1.203717,-1.721188
250,0.215169,0.074334,-0.295776,0.036330,0.042360,0.042399,1.868371,-0.366242,1.581025
