label,x,y,z,w,h,l,roll,pitch,yaw
250,0.047589,0.177249,-0.441163,0.028285,0.032980,0.033010,-0.754488,-0.335689,1.396428
125,0.412524,0.239220,-0.540278,0.011274,0.010669,0.011464,-0.345561,1.042193,1.175799
125,0.291761,0.211102,-0.505482,0.027687,0.030865,0.028025,0.359421,-0.485055,1.574792
250,0.179513,0.129897,-0.346118,0.041344,0.039125,0.042042,1.474169,-0.493475,1.582104
250,0.342874,0.192841,-0.471018,0.031591,0.030084,0.032664,0.142498,-0.484515,1.572410
125,-0.235504,0.174552,-0.454873,0.014890,0.014179,0.015395,0.782054,0.358225,2.399290
125,0.079051,0.114584,-0.333675,0.010000,0.008791,0.009561,-1.076356,-0.010127,-0.005459
125,0.066545,0.168563,-0.433680,0.010000,0.008791,0.009561,-0.980290,0.550531,0.337258
125,-0.029737,0.014687,-0.144646,0.028057,0.026551,0.028530,-2.891961,-0.504105,1.567990
125,-0.258371,0.102240,-0.316600,0.012319,0.014363,0.014377,1.072804,-0.114870,-3.079356
250,-0.152463,0.174948,-0.442748,0.022644,0.026403,0.026428,0.501167,-0.485649,1.576255
250,0.104473,0.199316,-0.482255,0.029860,0.026249,0.028548,-0.744201,-0.253133,1.310101
250,0.251404,0.178719,-0.445362,0.028446,0.025006,0.027196,0.657385,-0.273373,1.768399
