label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.304421,0.159782,-0.568669,0.009707,0.010822,0.009826,-0.289951,1.211098,1.262220
125,-0.202477,0.027322,-0.225406,0.009550,0.011135,0.011145,-1.100867,-0.730442,-0.326711
125,-0.116073,0.071535,-0.339606,0.020077,0.017649,0.019195,-1.285074,-0.196133,0.506812
125,-0.131399,0.039575,-0.255134,0.018695,0.017803,0.019329,-1.734096,-0.537386,0.920795
250,-0.128031,0.105748,-0.407930,0.037128,0.032638,0.035497,-1.232775,-0.340745,1.560775
125,0.293128,0.053970,-0.290243,0.011274,0.010669,0.011464,-1.209122,-0.306984,-0.113827
125,0.139346,0.005384,-0.164869,0.013600,0.012951,0.014061,-3.029205,-0.551576,1.546110
125,-0.032535,0.094052,-0.414518,0.012637,0.012034,0.013066,1.022176,-0.063949,2.087606
125,-0.063855,0.038893,-0.226243,0.032067,0.037389,0.037424,2.161126,-0.349625,1.579621
250,0.112913,0.141793,-0.519285,0.033976,0.032153,0.034549,0.034585,-0.334052,1.571164
250,0.136618,0.125334,-0.477328,0.030905,0.029247,0.031427,-0.120500,-0.334119,1.569520
250,0.008608,0.135436,-0.497415,0.037158,0.035164,0.037785,0.592099,-0.335754,1.576725
250,0.169114,0.110957,-0.424992,0.039174,0.037305,0.040504,-0.510663,-0.335326,1.565605
250,-0.085171,0.082104,-0.343194,0.041301,0.039085,0.041998,-1.564614,-0.344002,1.560174
