label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.238018,0.081766,-0.332009,0.030345,0.033828,0.030715,-1.685510,-0.502409,1.559469
125,-0.071714,0.171342,-0.498780,0.011274,0.010669,0.011464,0.816468,0.793042,2.551605
125,0.183938,0.114553,-0.414290,0.009707,0.010822,0.009826,-1.018888,0.411660,0.241564
125,-0.124019,0.053725,-0.289605,0.021507,0.025077,0.025101,1.778802,-0.588711,1.904116
250,0.007224,0.180186,-0.505269,0.036416,0.040596,0.036860,0.225829,-0.401031,1.597038
250,0.156881,0.131913,-0.418758,0.034986,0.030755,0.033448,-0.910741,-0.487320,1.550223
125,-0.289535,0.083500,-0.355791,0.010239,0.011939,0.011950,-1.549177,-0.501048,1.559396
125,-0.242845,0.088877,-0.363159,0.014317,0.012585,0.013688,-1.065161,-0.008302,0.160030
125,-0.410924,0.173342,-0.499004,0.030480,0.033978,0.030852,0.067175,-0.491260,1.571562
125,-0.239541,0.054272,-0.297266,0.016878,0.018816,0.017084,-1.299908,-0.561596,0.401525
250,-0.139344,0.181068,-0.519446,0.028868,0.027319,0.029355,0.704766,-0.321614,1.749269
250,0.042955,0.001599,-0.195873,0.021312,0.024849,0.024872,2.974629,-1.348197,1.713597
