label,x,y,z,w,h,l,roll,pitch,yaw
250,0.287523,0.061222,-0.300245,0.026399,0.024982,0.026844,-1.896193,-0.295049,1.560903
125,-0.115101,0.037016,-0.243561,0.009550,0.011135,0.011145,-1.235486,-0.506718,-0.167530
125,-0.139377,0.065068,-0.332252,0.012718,0.014829,0.014843,-1.309752,-0.155573,0.245495
125,-0.123039,0.059706,-0.309341,0.018527,0.017643,0.019156,-1.499224,-0.349310,0.732965
125,-0.082656,0.045872,-0.263025,0.019434,0.018391,0.019762,-1.257956,-0.362945,-0.114337
125,-0.108833,0.096409,-0.392224,0.037294,0.041575,0.037750,-1.285811,-0.289041,1.560776
250,-0.463182,0.123204,-0.481711,0.037128,0.041389,0.037581,0.851195,-0.285256,1.578649
125,0.214791,0.055172,-0.312857,0.010000,0.008791,0.009561,-1.237271,-0.497355,-0.163819
125,0.115583,0.136885,-0.553610,0.022511,0.026248,0.026272,0.183591,0.406599,1.695219
250,-0.183966,0.107560,-0.446531,0.027788,0.024427,0.026566,-0.792862,-0.284828,1.563358
