label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.041614,0.094816,-0.256214,0.038893,0.037037,0.040214,-1.969909,-0.460749,1.560530
125,0.310753,0.111628,-0.326159,0.010000,0.008791,0.009561,-1.112321,-0.081372,-0.040095
125,0.059348,0.202838,-0.469568,0.010000,0.008791,0.009561,0.970389,0.674905,2.737320
125,0.349769,0.198856,-0.474131,0.029629,0.026046,0.028327,-0.646734,-0.448871,1.564082
125,0.283024,0.183828,-0.464825,0.010527,0.009254,0.010064,-0.634788,0.991020,0.848954
250,0.080825,0.105095,-0.280223,0.030753,0.035858,0.035891,1.910548,-0.460197,1.581302
250,0.075804,0.182644,-0.442498,0.026970,0.031447,0.031476,0.858784,-0.450323,1.579232
125,0.020669,0.118637,-0.314239,0.014769,0.014064,0.015270,-1.113139,-0.057552,-0.028323
125,-0.091231,0.081662,-0.224755,0.038884,0.043347,0.039358,-2.264598,-0.463252,1.562230
125,-0.131194,0.237733,-0.556605,0.027920,0.024544,0.026693,-0.320548,0.196081,1.345794
250,-0.022693,0.205411,-0.494540,0.028542,0.027181,0.029511,-0.726495,0.066673,1.061572
250,0.002383,0.140226,-0.344507,0.038791,0.034100,0.037086,-1.472724,-0.455888,1.559707
250,-0.226101,0.197564,-0.467147,0.033488,0.029438,0.032016,0.010813,-0.446843,1.570917
250,0.132706,0.098180,-0.266231,0.036833,0.034857,0.037455,2.194272,-0.462697,1.579843
250,0.054461,0.067576,-0.207841,0.031989,0.030463,0.033075,2.230941,-0.462990,1.579598
