label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.082029,0.062839,-0.381783,0.010000,0.008791,0.009561,-1.091747,0.152405,0.078691
125,-0.174720,0.121653,-0.504668,0.010000,0.008791,0.009561,-0.191794,1.088175,1.354990
125,-0.017055,0.082497,-0.426099,0.009707,0.010822,0.009826,-1.068788,0.327621,0.174833
250,-0.094532,0.062019,-0.369420,0.029187,0.032538,0.029544,-1.486672,-0.472223,1.559603
125,0.435872,0.114545,-0.467494,0.009707,0.010822,0.009826,-1.018374,0.519217,0.296842
125,0.017838,0.090791,-0.440776,0.016268,0.014301,0.015553,1.044411,-0.231296,2.118177
250,0.356507,0.142609,-0.516678,0.036861,0.042979,0.043019,-0.504360,-0.464289,1.565368
250,0.086105,0.026347,-0.288646,0.039653,0.034858,0.037910,2.005828,-0.477274,1.580984
250,0.054736,0.058377,-0.363628,0.034861,0.032991,0.035450,1.288211,-0.384593,2.224876
250,0.098194,0.045018,-0.342466,0.030377,0.028747,0.030889,-1.237576,-0.352393,0.597657
