label,x,y,z,w,h,l,roll,pitch,yaw
250,0.071006,0.127159,-0.499883,0.035598,0.031293,0.034033,0.850459,-0.272207,1.578614
250,0.182920,0.049501,-0.224772,0.037709,0.033148,0.036051,2.575070,-0.287237,1.576379
125,-0.021725,0.100194,-0.447184,0.013338,0.014869,0.013501,-1.243236,0.544557,0.174246
125,-0.023350,0.068576,-0.331946,0.015617,0.018209,0.018226,-1.406334,-0.236941,0.701396
125,0.041556,0.101789,-0.448571,0.019262,0.018343,0.019916,-1.140533,0.296214,0.476811
250,-0.137517,0.138775,-0.542196,0.034252,0.038183,0.034670,-0.244173,-0.269093,1.568282
125,0.092342,0.106909,-0.453061,0.009550,0.011135,0.011145,1.236666,0.575077,2.954977
125,0.151083,0.090726,-0.402496,0.018865,0.021031,0.019096,1.053376,-0.273860,1.579836
125,0.280054,0.122786,-0.512513,0.023564,0.022300,0.023962,-0.111693,-0.039337,1.543121
250,-0.258038,0.048194,-0.236073,0.032946,0.031178,0.033502,2.583964,-0.287284,1.576301
250,-0.343773,0.090788,-0.362380,0.040906,0.045601,0.041405,1.418803,-0.277295,1.581078
