label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.326850,0.186305,-0.339542,0.026176,0.024927,0.027065,1.304438,-0.569701,1.582273
125,-0.046459,0.236779,-0.419016,0.023015,0.025657,0.023296,-0.693696,-0.236799,1.226957
250,-0.059623,0.115481,-0.223424,0.034595,0.032739,0.035179,-2.218455,-0.578357,1.561310
250,-0.099882,0.246904,-0.415938,0.042884,0.037698,0.040999,-0.589035,-0.563999,1.564188
250,0.022129,0.147066,-0.272097,0.033938,0.032318,0.035090,-1.727957,-0.581747,1.506932
125,0.371860,0.238981,-0.431257,0.013277,0.015481,0.015496,-0.766800,0.719645,0.599977
125,0.339802,0.264856,-0.457447,0.032019,0.030491,0.033106,-0.372030,-0.323665,1.455494
125,0.302375,0.269882,-0.470636,0.021402,0.024955,0.024978,-0.193531,-0.310647,1.510343
250,0.177312,0.197689,-0.344586,0.042577,0.040292,0.043295,1.046836,-0.567324,1.581096
250,0.169039,0.120802,-0.238167,0.022137,0.025811,0.025835,2.315677,-0.579100,1.579542
