label,x,y,z,w,h,l,roll,pitch,yaw
250,0.237799,0.110192,-0.522598,0.027099,0.031597,0.031627,-0.255568,-0.248048,1.538123
125,-0.433049,0.075943,-0.441037,0.009550,0.011135,0.011145,1.164547,0.443515,2.959050
125,-0.233968,0.142152,-0.623486,0.017371,0.015270,0.016607,-0.113423,0.710078,1.463753
125,-0.110559,0.050050,-0.378546,0.018617,0.020754,0.018844,-1.410445,-0.358814,1.527956
250,-0.049104,-0.008714,-0.187474,0.045682,0.040158,0.043675,-2.266012,-0.371400,1.562576
125,0.329633,0.113713,-0.522684,0.009550,0.011135,0.011145,-1.016060,0.826227,0.427560
125,0.394255,0.069771,-0.425671,0.022729,0.025338,0.023007,-1.185565,0.317996,0.126110
125,0.042733,0.088656,-0.476411,0.015443,0.013576,0.014764,1.104086,0.654631,2.843938
125,0.097628,0.096294,-0.473666,0.037528,0.032990,0.035878,0.628633,-0.356902,1.577092
250,0.019836,0.044813,-0.349597,0.029885,0.026271,0.028572,1.613276,-0.365427,1.581492
250,0.271661,0.136932,-0.586919,0.036036,0.034316,0.037259,-0.318477,-0.355488,1.567445
250,0.028751,0.083765,-0.463736,0.022770,0.025384,0.023048,0.956959,0.358835,2.504866
250,-0.048853,0.058039,-0.360085,0.044753,0.052182,0.052230,-1.533558,-0.364630,1.560099
