label,x,y,z,w,h,l,roll,pitch,yaw
125,0.065516,0.008815,-0.313057,0.015204,0.014389,0.015461,1.131107,-0.325742,-2.992180
125,0.089306,0.086800,-0.475496,0.009550,0.011135,0.011145,1.038835,0.651689,2.798716
125,0.403374,0.085017,-0.455624,0.036483,0.032071,0.034879,-1.047743,-0.410114,1.561330
125,0.179029,-0.032837,-0.217948,0.014686,0.013985,0.015185,0.552308,-1.077301,-2.181375
250,0.305008,0.070625,-0.439617,0.022997,0.020216,0.021986,-0.772862,-0.407944,1.563167
250,0.034730,0.047159,-0.383226,0.028666,0.027298,0.029639,1.398514,-0.392682,1.746147
125,-0.111412,0.019475,-0.333736,0.014904,0.013102,0.014249,-1.770724,-0.477689,1.308203
125,-0.040708,-0.006189,-0.253592,0.032493,0.028564,0.031065,-2.145898,-0.420547,1.561626
250,-0.198126,0.015619,-0.301048,0.038862,0.036777,0.039518,-2.774296,-0.424428,1.566872
250,-0.403967,0.074693,-0.430137,0.038354,0.033716,0.036668,1.116049,-0.339054,1.752830
250,-0.130241,0.124806,-0.539728,0.041490,0.036472,0.039666,-0.449393,-0.406089,1.566049
250,0.331905,0.021122,-0.313017,0.034169,0.038090,0.034586,-2.038943,-0.419622,1.561044
250,0.306993,0.086339,-0.481215,0.018502,0.020626,0.018728,-0.524505,-0.091521,1.367276
