label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.108155,0.226242,-0.564290,0.010000,0.008791,0.009561,-0.118553,1.068799,1.435748
125,0.068075,0.128955,-0.371468,0.011042,0.012875,0.012887,-1.064698,0.169756,0.093363
125,-0.241551,0.196165,-0.505954,0.023309,0.020490,0.022284,0.483271,0.042884,1.882392
125,-0.064437,0.201538,-0.499991,0.037559,0.033017,0.035908,-0.310863,-0.488630,1.567315
125,-0.228405,0.130687,-0.393495,0.017202,0.016279,0.017493,0.967334,-0.375468,1.786973
250,-0.097294,0.002364,-0.144592,0.018208,0.021231,0.021250,-0.221077,-1.059029,-1.318512
125,-0.408108,0.171477,-0.465461,0.010000,0.008791,0.009561,-0.952425,0.601997,0.382994
250,-0.332857,0.124759,-0.369668,0.025895,0.030193,0.030221,1.326801,-0.466431,1.743541
125,-0.424719,0.182693,-0.482906,0.011862,0.011296,0.012265,-0.897124,0.698393,0.474203
250,-0.497696,0.207531,-0.517333,0.031137,0.034711,0.031517,-0.358917,-0.488789,1.566798
125,-0.001245,0.130119,-0.388921,0.018138,0.015945,0.017341,-1.154159,-0.494124,1.560387
250,0.175223,0.177839,-0.452888,0.043091,0.037880,0.041198,-0.940608,-0.111553,0.900171
