label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.123192,0.062152,-0.195845,0.011274,0.010669,0.011464,0.382964,-1.026407,-2.010918
125,0.077430,0.140804,-0.344575,0.017211,0.016287,0.017501,-1.312030,-0.448532,1.262325
125,-0.115009,0.041565,-0.144262,0.037683,0.035661,0.038319,3.015530,-0.511009,1.572230
125,0.046645,0.139892,-0.344925,0.012819,0.014947,0.014961,-1.130743,-0.285325,0.829327
125,-0.206708,0.176329,-0.396527,0.027101,0.023824,0.025910,0.954437,-0.495326,1.580100
250,-0.010045,0.035475,-0.149036,0.022167,0.021109,0.022919,-1.993067,-1.210261,0.634900
250,0.085864,0.215862,-0.461351,0.038930,0.036841,0.039587,-0.834822,-0.494390,1.562346
250,0.124111,0.045100,-0.152853,0.035301,0.033407,0.035897,-2.279842,-0.546737,1.511188
250,-0.348564,0.151436,-0.346301,0.029796,0.034741,0.034773,-1.430732,-0.499719,1.559506
250,-0.157710,0.215977,-0.474946,0.021892,0.019244,0.020929,0.333333,-0.077354,1.734203
