label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.025897,0.010281,-0.336131,0.010982,0.010458,0.011354,1.232269,-0.230212,-3.061425
125,0.116444,0.100312,-0.563639,0.010000,0.008791,0.009561,-0.344235,1.220168,1.206135
125,0.157990,-0.030199,-0.211982,0.011375,0.009999,0.010875,-2.321142,-1.035035,0.963729
125,0.087972,-0.003238,-0.258406,0.030195,0.035208,0.035240,3.123732,-0.339252,1.570985
125,0.218265,0.044421,-0.420092,0.019825,0.018761,0.020159,-1.120828,-0.324918,1.561281
250,-0.078539,0.027301,-0.352154,0.027264,0.031790,0.031819,1.610172,-0.330183,1.593583
250,-0.071871,0.075925,-0.480282,0.043488,0.041154,0.044221,0.892558,-0.322990,1.579025
250,0.522378,0.081070,-0.512467,0.026932,0.030024,0.027261,0.104954,-0.170161,1.588436
250,0.096358,0.071451,-0.493975,0.021003,0.018463,0.020080,-0.043535,-0.096768,1.560190
250,0.232096,0.007900,-0.283781,0.036112,0.040257,0.036552,-2.071803,-0.334070,1.561528
