label,x,y,z,w,h,l,roll,pitch,yaw
250,0.074073,-0.016016,-0.224708,0.034475,0.030306,0.032960,2.813192,-0.417137,1.574310
250,0.244111,0.105970,-0.516446,0.027041,0.023771,0.025853,-0.616886,-0.399520,1.564495
125,0.174788,0.092623,-0.494325,0.022878,0.021650,0.023264,-0.338563,-0.398239,1.567179
125,-0.012212,0.059823,-0.420303,0.012451,0.014517,0.014531,1.130723,0.374559,2.970994
125,-0.010824,0.118236,-0.531704,0.009550,0.011135,0.011145,0.940717,0.832692,2.646887
125,-0.084276,0.024658,-0.350399,0.010000,0.008791,0.009561,1.161707,-0.080979,-3.106537
125,-0.051892,-0.040991,-0.162518,0.037946,0.033357,0.036278,2.455318,-0.415414,1.577699
125,-0.170835,0.036069,-0.338418,0.039016,0.045492,0.045534,1.487437,-0.407658,1.986062
125,0.023257,-0.027211,-0.221512,0.016680,0.019448,0.019466,2.015838,-0.983914,2.369537
125,0.031228,0.101159,-0.501571,0.028519,0.033253,0.033283,0.554986,-0.399176,1.576536
125,0.192949,0.129939,-0.568274,0.028472,0.033198,0.033229,-0.293590,-0.398099,1.567644
