label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.262045,0.105331,-0.497302,0.011274,0.010669,0.011464,-0.469023,1.109729,1.055888
125,-0.270315,0.133376,-0.545226,0.037683,0.035661,0.038319,-0.123249,-0.398169,1.569457
125,-0.178161,0.017194,-0.284042,0.027101,0.023824,0.025910,-2.177541,-0.413809,1.561846
250,-0.375277,0.125802,-0.546944,0.022167,0.021109,0.022919,0.379659,0.421789,1.888695
250,-0.509420,0.128619,-0.536809,0.035301,0.033407,0.035897,0.813045,-0.361243,1.625303
125,0.067417,-0.003703,-0.246270,0.010982,0.010458,0.011354,0.922386,-0.853780,-2.622671
125,0.314465,0.033951,-0.324082,0.011430,0.010885,0.011819,-1.151988,-0.220120,-0.096891
125,0.245053,0.118108,-0.514710,0.033330,0.031541,0.033892,-0.490074,-0.399274,1.565669
250,0.093414,0.122144,-0.521895,0.030991,0.027243,0.029629,0.332928,-0.398644,1.574357
250,0.250529,0.009648,-0.264670,0.028630,0.025168,0.027372,-2.389181,-0.415403,1.563351
250,0.276512,0.096220,-0.471000,0.024513,0.021549,0.023436,-0.711237,-0.050980,1.233818
250,-0.036394,0.041618,-0.334749,0.029796,0.034741,0.034773,1.702744,-0.409430,1.581597
