label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.238161,0.154619,-0.300976,0.032784,0.028820,0.031343,1.623093,-0.609481,1.582971
250,0.108426,0.243889,-0.435469,0.028281,0.026931,0.029241,-0.526731,-0.500593,1.493228
125,-0.424854,0.287257,-0.506800,0.016905,0.015998,0.017190,-0.045616,-0.598934,1.570241
250,-0.174622,0.227110,-0.397548,0.040803,0.045486,0.041301,-1.175410,-0.605102,1.559546
250,-0.237003,0.240687,-0.432210,0.025270,0.028171,0.025579,-0.728123,-0.000096,0.899985
125,-0.017860,0.230908,-0.426263,0.014374,0.016024,0.014549,0.242006,-0.599217,1.573718
125,-0.115165,0.101424,-0.223328,0.034349,0.030196,0.032840,2.264666,-0.615340,1.580169
250,-0.110460,0.218725,-0.384012,0.042520,0.047400,0.043039,0.944417,-0.603084,1.580673
250,-0.167948,0.205035,-0.373149,0.032568,0.036306,0.032965,1.125342,-0.565864,1.688789
250,-0.513331,0.291355,-0.491794,0.043914,0.041558,0.044655,0.331620,-0.579532,1.583148
