label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.310611,0.086138,-0.404033,0.015204,0.014389,0.015461,-1.210429,0.337567,0.124159
125,-0.424289,0.120850,-0.501697,0.014686,0.013985,0.015185,-0.653312,1.138452,0.870373
250,-0.279698,0.066049,-0.326687,0.028666,0.027298,0.029639,-1.613931,-0.350984,1.398275
125,0.077177,0.137287,-0.524800,0.010982,0.010458,0.011354,-0.911260,0.996802,0.577149
125,0.140340,0.085173,-0.402329,0.011288,0.010749,0.011671,-1.212040,0.325107,0.119206
125,-0.133647,0.079840,-0.381929,0.014904,0.013102,0.014249,1.187633,-0.255340,1.811490
125,-0.204483,0.115979,-0.457803,0.032493,0.028564,0.031065,0.990638,-0.333714,1.579666
250,-0.046982,0.099459,-0.408522,0.038862,0.036777,0.039518,0.366044,-0.329848,1.574592
250,0.159084,0.054225,-0.274304,0.038354,0.033716,0.036668,-1.888736,-0.403312,1.383975
250,-0.114450,0.015557,-0.159711,0.041490,0.036472,0.039666,2.690339,-0.348186,1.575421
