label,x,y,z,w,h,l,roll,pitch,yaw
250,0.237340,0.079255,-0.358717,0.027662,0.026342,0.028601,-1.447152,-0.270240,1.538710
250,-0.085731,0.100934,-0.439296,0.022076,0.025740,0.025764,1.032492,-0.228851,1.650505
250,0.047277,0.061706,-0.294165,0.024967,0.029111,0.029138,2.427965,-0.281512,1.577596
125,0.366050,0.113806,-0.473743,0.010000,0.008791,0.009561,1.227318,0.637934,2.931732
125,0.100701,0.128653,-0.544170,0.012781,0.014247,0.012937,-0.173289,1.292575,1.390723
125,0.188219,0.133552,-0.551859,0.010000,0.008791,0.009561,-0.970235,1.071591,0.541427
125,0.223954,0.088819,-0.406286,0.009550,0.011135,0.011145,-1.267783,0.435599,0.131162
125,0.036518,0.111896,-0.473284,0.028803,0.027429,0.029781,0.376451,-0.264648,1.574615
125,0.213250,0.107049,-0.478255,0.014621,0.017048,0.017064,-0.889779,0.609549,0.721372
125,-0.047641,0.071070,-0.330224,0.024835,0.021832,0.023743,1.662176,-0.274872,1.581141
250,0.205444,0.072647,-0.334232,0.024383,0.028431,0.028457,-1.642752,-0.274679,1.560436
