label,x,y,z,w,h,l,roll,pitch,yaw
125,0.152158,0.117289,-0.326070,0.010000,0.008791,0.009561,0.997118,-0.071512,-3.095455
125,0.214472,0.220762,-0.489379,0.009707,0.010822,0.009826,0.564565,0.875293,2.260557
125,0.112488,0.217056,-0.481523,0.025221,0.028116,0.025529,0.697446,-0.308357,1.843274
125,0.144462,0.042011,-0.211324,0.021085,0.024584,0.024607,0.834878,-0.632688,-2.649939
125,-0.351626,0.186190,-0.436024,0.013151,0.015334,0.015348,0.927609,0.445005,2.829501
125,-0.186311,0.030548,-0.197862,0.018777,0.020933,0.019007,2.835209,-1.030792,1.734513
125,-0.098285,0.064183,-0.248635,0.019832,0.017434,0.018961,-2.619899,-0.654515,1.514984
250,-0.305652,0.155320,-0.390151,0.016179,0.018037,0.016377,0.962946,0.324281,2.923444
250,0.115209,0.137344,-0.359454,0.024476,0.021516,0.023401,1.020176,-0.219292,2.534866
250,0.113594,0.123529,-0.326525,0.035416,0.031133,0.033860,1.612139,-0.572473,1.582680
