label,x,y,z,w,h,l,roll,pitch,yaw
125,0.313137,0.195067,-0.426535,0.017732,0.016780,0.018031,-0.664415,0.084718,0.970542
125,0.277441,0.188830,-0.404408,0.030687,0.029223,0.031729,-0.752923,-0.571710,1.562627
125,0.046251,0.064942,-0.219723,0.023015,0.025657,0.023296,1.970478,-0.832851,2.080357
250,0.059782,0.194157,-0.410151,0.034595,0.032739,0.035179,0.911241,-0.572884,1.580238
250,0.099669,0.071829,-0.211658,0.042884,0.037698,0.040999,2.543706,-0.587267,1.577522
250,-0.022062,0.162641,-0.361589,0.033938,0.032318,0.035090,1.342872,-0.567617,1.634059
125,-0.194599,0.242874,-0.498358,0.009707,0.010822,0.009826,-0.442022,0.920575,1.034374
125,-0.402214,0.185447,-0.408619,0.017995,0.015819,0.017204,0.813174,-0.266899,1.996160
250,-0.177387,0.117191,-0.286037,0.042577,0.040292,0.043295,-2.085080,-0.583936,1.560395
250,-0.168904,0.183059,-0.399591,0.022137,0.025811,0.025835,-0.818001,-0.572172,1.562078
250,0.329125,0.151001,-0.337987,0.037146,0.032654,0.035513,-1.449361,-0.577812,1.558937
250,0.261058,0.271600,-0.538678,0.019802,0.017407,0.018932,-0.233963,-0.188562,1.461951
