label,x,y,z,w,h,l,roll,pitch,yaw
250,0.097799,0.201100,-0.489405,0.027099,0.031597,0.031627,-0.251903,-0.353465,1.537036
125,-0.250559,0.126127,-0.352486,0.018617,0.020754,0.018844,-1.405403,-0.464188,1.525936
250,-0.189104,0.047573,-0.168662,0.045682,0.040158,0.043675,-2.265038,-0.476872,1.562174
125,0.106162,0.048564,-0.195759,0.009550,0.011135,0.011145,-0.595768,-0.991249,-0.889838
125,0.189633,0.204610,-0.489120,0.009550,0.011135,0.011145,-0.881185,0.777795,0.524602
125,0.254255,0.150699,-0.397272,0.022729,0.025338,0.023007,-1.075918,0.302961,0.159640
125,-0.097267,0.174821,-0.445742,0.015443,0.013576,0.014764,0.980105,0.619944,2.770096
125,-0.042372,0.182128,-0.442208,0.037528,0.032990,0.035878,0.627892,-0.462375,1.577387
250,-0.120164,0.117871,-0.324248,0.029885,0.026271,0.028572,1.612012,-0.470896,1.582006
250,0.131661,0.234463,-0.550553,0.036036,0.034316,0.037259,-0.318083,-0.460963,1.567288
250,-0.111249,0.168623,-0.433652,0.022770,0.025384,0.023048,0.868375,0.294878,2.476393
250,-0.188853,0.132128,-0.333285,0.044753,0.052182,0.052230,-1.532295,-0.470099,1.559586
