label,x,y,z,w,h,l,roll,pitch,yaw
125,0.187391,0.100198,-0.364783,0.011274,0.010669,0.011464,1.088576,0.125536,3.076149
125,0.427383,0.133304,-0.442867,0.011255,0.012547,0.011392,-0.918917,0.709965,0.461600
125,0.193295,0.137857,-0.430414,0.033020,0.029027,0.031569,0.957960,-0.472371,1.580010
250,0.217763,0.062736,-0.283600,0.039538,0.037416,0.040205,2.114006,-0.483294,1.580438
125,0.050203,0.090646,-0.359356,0.014635,0.012865,0.013992,-1.390226,-0.449369,1.310343
125,-0.330826,0.128657,-0.389515,0.009707,0.010822,0.009826,1.079234,0.225082,3.022664
125,-0.004326,-0.000884,-0.183149,0.014528,0.016196,0.014706,-2.327590,-0.876474,1.163544
250,-0.025135,0.080340,-0.324488,0.032262,0.030531,0.032807,-1.827655,-0.480670,1.559903
250,0.007130,0.134132,-0.419839,0.041155,0.038946,0.041849,-0.982153,-0.472571,1.561429
250,0.119389,0.088130,-0.344286,0.026471,0.025208,0.027370,-1.581239,-0.478236,1.559534
