label,x,y,z,w,h,l,roll,pitch,yaw
125,0.090109,0.097428,-0.242868,0.012647,0.011118,0.012091,-1.679839,-0.721895,0.819725
125,-0.150172,0.080754,-0.205817,0.018431,0.016202,0.017621,2.409306,-0.685812,1.753214
125,-0.050009,0.049742,-0.133545,0.032528,0.036262,0.032925,-3.117199,-0.508233,1.570519
125,0.057588,0.176381,-0.379804,0.020358,0.017896,0.019463,-0.904066,-0.298358,1.260833
125,0.015978,0.104153,-0.234951,0.031211,0.034794,0.031592,-2.489892,-0.506197,1.563892
125,-0.050678,0.068494,-0.168510,0.030755,0.035860,0.035893,-3.118480,-0.508234,1.570533
125,-0.386578,0.224480,-0.466629,0.021250,0.023690,0.021510,-0.612103,-0.490061,1.564255
250,-0.451775,0.214210,-0.428340,0.044377,0.042260,0.045884,-0.387974,-0.488983,1.566490
250,-0.445868,0.235908,-0.469693,0.036722,0.042818,0.042857,-0.323820,-0.488759,1.567174
250,-0.023474,0.237185,-0.471059,0.045145,0.042723,0.045907,-0.176138,-0.488392,1.568802
250,-0.139581,0.196707,-0.411616,0.025295,0.022236,0.024183,0.675633,-0.490444,1.577916
