label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.382766,0.120938,-0.513131,0.010000,0.008791,0.009561,0.762079,1.163468,2.375541
125,-0.102171,0.077415,-0.363890,0.010000,0.008791,0.009561,-1.278961,0.088651,0.026591
125,-0.206912,0.085460,-0.430865,0.010000,0.008791,0.009561,-1.219095,0.588300,0.200896
125,0.116679,0.011207,-0.146435,0.009707,0.010822,0.009826,0.047456,-1.279803,-1.620331
125,0.162962,0.040992,-0.246597,0.031578,0.035203,0.031964,-2.736622,-0.299850,1.566684
250,-0.052238,0.078718,-0.364911,0.036020,0.040154,0.036460,1.442484,-0.289391,1.581148
250,0.004722,0.087222,-0.413812,0.024371,0.027168,0.024668,1.014915,-0.285390,1.579663
250,0.123303,0.002476,-0.122545,0.030478,0.033976,0.030850,-3.114377,-0.934155,1.553750
250,0.236178,0.116347,-0.493981,0.032768,0.038207,0.038242,-0.638773,-0.282633,1.564573
250,0.079840,0.125727,-0.544114,0.023830,0.026565,0.024121,0.183462,-0.047895,1.617379
250,-0.115270,0.070334,-0.336388,0.036302,0.040468,0.036745,-1.599894,-0.290962,1.560363
