label,x,y,z,w,h,l,roll,pitch,yaw
125,0.102053,0.238548,-0.402935,0.011274,0.010669,0.011464,-0.203559,0.951499,1.322531
125,0.195484,0.227218,-0.379659,0.009550,0.011135,0.011145,-0.838980,0.553419,0.441071
125,0.217178,0.224219,-0.376315,0.010000,0.008791,0.009561,-0.878942,0.471078,0.359641
125,-0.161635,0.161041,-0.280668,0.026015,0.024619,0.026454,1.673736,-0.605717,1.582887
125,0.070657,0.255057,-0.419870,0.019644,0.017268,0.018780,0.089283,-0.256626,1.607931
250,-0.028920,0.101509,-0.182774,0.041273,0.039059,0.041970,2.457209,-0.612417,1.578481
250,-0.070798,0.193466,-0.316067,0.040996,0.038796,0.041687,1.433498,-0.603320,1.582837
125,-0.202018,0.120471,-0.226850,0.018393,0.020504,0.018618,-1.278572,-0.734708,0.350510
250,-0.178845,0.150998,-0.255558,0.034533,0.038497,0.034954,-1.845912,-0.607404,1.559098
125,0.176393,0.188844,-0.336173,0.009707,0.010822,0.009826,-0.905917,-0.205119,0.836471
250,-0.002662,0.056798,-0.129297,0.023762,0.020889,0.022718,2.636394,-0.860994,1.736267
250,-0.086000,0.103266,-0.185805,0.040436,0.038266,0.041118,2.243088,-0.610904,1.580307
