label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.143150,0.025268,-0.176724,0.023309,0.020490,0.022284,-2.105470,-1.028587,0.933431
125,-0.156502,0.093057,-0.287781,0.017202,0.016279,0.017493,-1.928452,-0.674832,1.312121
250,-0.288059,0.250895,-0.518843,0.018208,0.021231,0.021250,0.187933,0.981940,1.795624
250,-0.069724,0.229036,-0.483913,0.030223,0.026569,0.028895,-0.652842,0.001148,1.048757
125,0.023332,0.049297,-0.217919,0.010000,0.008791,0.009561,0.864672,-0.571909,-2.709155
250,-0.052088,0.111290,-0.304464,0.025895,0.030193,0.030221,-1.629626,-0.594425,1.384358
125,0.332924,0.123556,-0.330723,0.009550,0.011135,0.011145,-0.993301,-0.032916,-0.021440
125,0.257446,0.219196,-0.461637,0.036535,0.032117,0.034929,-0.404272,-0.567953,1.566103
125,0.307624,0.168325,-0.391364,0.026487,0.030883,0.030912,-1.032502,-0.572039,1.560551
125,0.039976,0.039298,-0.199779,0.011862,0.011296,0.012265,0.807260,-0.661491,-2.610039
250,0.150584,0.262882,-0.541570,0.024850,0.023664,0.025693,0.156540,-0.567265,1.572657
250,0.113020,0.020885,-0.161656,0.031137,0.034711,0.031517,2.780055,-0.586500,1.575017
250,0.170776,0.242346,-0.498674,0.035450,0.031163,0.033892,0.083731,-0.277611,1.600362
250,-0.219281,0.255968,-0.524590,0.034049,0.032222,0.034624,-0.162127,-0.402082,1.536760
