label,x,y,z,w,h,l,roll,pitch,yaw
250,0.240688,0.170844,-0.471804,0.034475,0.030306,0.032960,-0.323966,-0.417659,1.567299
250,0.071154,0.036398,-0.185296,0.027041,0.023771,0.025853,2.521155,-0.435280,1.577184
125,-0.170335,0.135774,-0.424259,0.011301,0.010694,0.011491,-0.768583,-0.419958,1.563159
125,-0.189910,0.037504,-0.197747,0.018754,0.016486,0.017930,-2.710690,-0.436226,1.566207
250,-0.332817,0.176096,-0.493054,0.024801,0.028918,0.028944,0.396160,-0.413976,1.576847
250,-0.130202,0.003216,-0.103181,0.039246,0.037374,0.040579,-2.613658,-0.603724,1.460044
125,0.140436,0.043879,-0.210139,0.022878,0.021650,0.023264,2.801670,-0.436567,1.574460
125,0.366546,0.200254,-0.532247,0.037946,0.033357,0.036278,-0.679087,-0.419364,1.563896
125,0.291492,0.165731,-0.482321,0.016680,0.019448,0.019466,-0.539688,0.276762,1.146757
125,0.122407,0.014109,-0.132812,0.028472,0.033198,0.033229,2.847024,-0.436708,1.573986
