label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.238510,0.078844,-0.434946,0.038893,0.037037,0.040214,1.164521,-0.427334,1.580908
250,-0.360908,0.066619,-0.411647,0.030753,0.035858,0.035891,-1.220496,-0.427855,1.560457
125,-0.076361,0.105953,-0.516627,0.010000,0.008791,0.009561,0.271985,1.121896,1.871007
125,-0.134763,0.031364,-0.360339,0.011202,0.009847,0.010710,1.618985,-0.444277,1.740519
125,-0.188947,0.094987,-0.465071,0.038884,0.043347,0.039358,0.871287,-0.424842,1.579219
125,-0.148401,-0.064000,-0.134679,0.027920,0.024544,0.026693,2.471737,-1.045267,2.020074
250,0.120680,0.084404,-0.446540,0.035575,0.031273,0.034012,-1.087841,-0.426641,1.561048
250,-0.282350,0.038958,-0.343947,0.038791,0.034100,0.037086,1.660987,-0.432190,1.581760
250,-0.053650,-0.019870,-0.222419,0.033488,0.029438,0.032016,-3.129077,-0.441266,1.570659
250,-0.412813,0.073078,-0.425763,0.036833,0.034857,0.037455,-0.938027,-0.425368,1.561920
250,-0.334674,0.099127,-0.486459,0.031989,0.030463,0.033075,-0.901568,-0.425077,1.562163
