label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.383958,0.168733,-0.507509,0.012228,0.011572,0.012435,0.450959,0.946739,2.108793
125,-0.273863,0.031234,-0.292861,0.010000,0.008791,0.009561,-0.733532,-0.784126,-0.664626
125,-0.170611,0.108253,-0.414860,0.015204,0.014389,0.015461,-0.987142,0.303340,0.194768
125,-0.194115,0.018499,-0.258573,0.009550,0.011135,0.011145,-0.881218,-0.597691,-0.434474
125,-0.284289,0.162968,-0.502891,0.014686,0.013985,0.015185,-0.411788,0.959548,1.080845
250,-0.139698,0.072153,-0.343566,0.028666,0.027298,0.029639,-1.570710,-0.562081,1.379113
125,0.280340,0.106947,-0.413400,0.011288,0.010749,0.011671,-0.989390,0.292225,0.187108
125,0.006353,0.097392,-0.394604,0.014904,0.013102,0.014249,1.130854,-0.463298,1.831568
125,-0.064483,0.148861,-0.461041,0.032493,0.028564,0.031065,0.988425,-0.548314,1.580616
250,0.093018,0.122225,-0.416409,0.038862,0.036777,0.039518,0.365099,-0.544456,1.574994
250,0.299084,0.049444,-0.294902,0.038354,0.033716,0.036668,-1.840331,-0.613745,1.360272
250,0.025550,-0.012741,-0.191174,0.041490,0.036472,0.039666,2.689175,-0.562793,1.575936
