label,x,y,z,w,h,l,roll,pitch,yaw
250,0.174566,0.018268,-0.225686,0.047204,0.044951,0.048806,2.808750,-0.529584,1.574562
250,0.013345,0.063775,-0.307479,0.040345,0.035466,0.038572,1.806706,-0.522494,1.582001
125,-0.239799,0.150614,-0.487588,0.009707,0.010822,0.009826,0.169916,1.042278,1.766922
125,-0.161711,0.020380,-0.246847,0.025238,0.022186,0.024128,-2.668377,-0.529037,1.565545
125,-0.160279,0.176782,-0.528455,0.016753,0.018676,0.016958,-0.288731,-0.304339,1.497196
250,-0.118912,-0.016132,-0.182887,0.028146,0.026803,0.029101,-2.647660,-0.528941,1.565333
125,0.020760,0.142221,-0.452313,0.011274,0.010669,0.011464,0.990963,0.434425,2.872620
125,0.362791,0.120000,-0.428555,0.011274,0.010669,0.011464,-0.984318,0.455547,0.284410
125,0.232579,0.152730,-0.487058,0.011052,0.009715,0.010566,-0.090857,1.048293,1.466045
250,-0.075243,0.111781,-0.393347,0.036330,0.042360,0.042399,-1.262537,-0.517122,1.559816
