label,x,y,z,w,h,l,roll,pitch,yaw
250,0.193957,0.191151,-0.428430,0.033009,0.036798,0.033412,-0.032822,-0.495058,1.570422
125,-0.019458,0.133719,-0.341893,0.010000,0.008791,0.009561,-1.065007,0.051573,0.028543
125,-0.333176,0.164854,-0.399460,0.013021,0.012399,0.013463,0.885254,0.700888,2.656234
125,-0.167074,0.040743,-0.172341,0.018556,0.021636,0.021656,-0.694936,-0.889320,-0.750001
125,-0.396396,0.167117,-0.402679,0.016495,0.014500,0.015770,0.896473,-0.298914,1.886891
125,-0.167641,0.173803,-0.403021,0.026166,0.030509,0.030538,-0.813754,-0.498200,1.562491
250,-0.131509,0.075125,-0.217618,0.034312,0.030163,0.032804,-2.327392,-0.511932,1.562487
125,-0.006970,0.127515,-0.312484,0.011274,0.010669,0.011464,1.064535,-0.066037,-3.105021
125,0.024025,0.163933,-0.402145,0.011730,0.010311,0.011214,0.906477,-0.052119,2.284745
125,0.152668,0.195177,-0.452309,0.017017,0.019841,0.019860,0.225318,-0.040089,1.688570
125,0.041172,0.079168,-0.239576,0.021471,0.023936,0.021733,1.380146,-0.747074,2.806636
125,0.362476,0.172314,-0.393477,0.038983,0.036891,0.039641,-1.145717,-0.500952,1.560387
250,0.081604,0.223809,-0.496872,0.023028,0.026850,0.026875,0.507510,-0.496320,1.576350
250,0.084100,0.187143,-0.411942,0.046853,0.044617,0.048443,0.805818,-0.498142,1.579040
250,-0.010310,0.164970,-0.388438,0.030523,0.029066,0.031559,1.073272,-0.345851,1.961132
250,-0.053763,0.186682,-0.422623,0.031173,0.027403,0.029803,-1.073793,-0.500306,1.560752
250,-0.136754,0.021083,-0.115125,0.044400,0.042282,0.045908,-2.568602,-0.733686,1.408660
