label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.300939,0.018360,-0.299142,0.027776,0.032386,0.032416,1.919132,-0.376807,1.580891
250,-0.155584,-0.010952,-0.223612,0.032959,0.031387,0.034078,2.936782,-0.383168,1.572981
250,-0.200252,0.111735,-0.532673,0.031522,0.036754,0.036788,0.358296,-0.161793,1.655573
125,-0.347061,0.049389,-0.389471,0.021933,0.024450,0.022200,-1.248660,-0.235239,0.969814
125,-0.372730,0.043466,-0.367506,0.025854,0.028822,0.026170,-1.523548,-0.372923,1.560069
125,0.049681,0.106338,-0.507716,0.009707,0.010822,0.009826,-1.080674,0.684274,0.325280
125,0.086724,0.049517,-0.397343,0.009550,0.011135,0.011145,-1.191996,0.165365,0.065426
125,-0.109883,0.104245,-0.526860,0.009550,0.011135,0.011145,-0.216352,1.188052,1.338151
125,-0.264193,0.089711,-0.490973,0.020964,0.024444,0.024467,0.762615,-0.320896,1.625094
125,-0.204141,0.091931,-0.506775,0.018674,0.017783,0.019308,0.515683,0.545334,2.039927
125,-0.369610,0.073968,-0.446187,0.031591,0.030084,0.032664,1.057262,-0.011874,2.317310
250,-0.104607,-0.009387,-0.217608,0.041060,0.039101,0.042454,-3.003410,-0.383281,1.569317
