label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.111522,0.091873,-0.429020,0.037493,0.035482,0.038126,1.251789,-0.459941,1.581410
125,-0.235037,0.110196,-0.482093,0.018431,0.016202,0.017621,-0.576106,-0.264347,1.425156
125,-0.335323,0.151629,-0.548750,0.032528,0.036262,0.032925,0.025726,-0.453058,1.571084
125,-0.401128,0.099585,-0.445992,0.031211,0.034794,0.031592,0.646984,-0.455084,1.577534
125,-0.334591,0.133696,-0.513360,0.030755,0.035860,0.035893,0.024457,-0.453058,1.571070
125,0.001844,-0.021207,-0.215280,0.021250,0.023690,0.021510,2.525070,-0.471222,1.577259
125,0.185626,-0.016275,-0.224588,0.025194,0.023992,0.026050,-2.658696,-0.723673,1.423040
250,0.066979,0.004356,-0.245712,0.044377,0.042260,0.045884,2.751253,-0.472306,1.575049
250,0.061146,-0.017134,-0.204240,0.036722,0.042818,0.042857,2.816038,-0.472532,1.574371
250,0.300439,0.112270,-0.470562,0.032718,0.036473,0.033117,-0.877494,-0.263997,1.288650
250,-0.245251,0.007826,-0.269192,0.025295,0.022236,0.024183,-2.457810,-0.470816,1.563736
