label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.274842,0.200986,-0.427045,0.036232,0.034288,0.036843,-0.168914,-0.557729,1.568803
250,-0.197230,0.075654,-0.248370,0.012659,0.014760,0.014774,-1.688338,-0.937241,0.627307
125,0.067233,0.211975,-0.450252,0.011274,0.010669,0.011464,0.685869,0.802809,2.420555
125,0.072550,0.038555,-0.177185,0.012950,0.011384,0.012381,0.579796,-0.872886,-2.278025
125,0.232240,0.213144,-0.460473,0.017206,0.015125,0.016449,-0.613105,0.853541,0.819740
125,0.000185,0.208531,-0.436677,0.034203,0.030067,0.032700,0.868301,-0.561143,1.579848
125,-0.157666,0.188611,-0.428366,0.010160,0.008931,0.009713,-0.735063,0.237629,0.781206
125,-0.308101,0.171850,-0.383414,0.029260,0.032618,0.029617,0.205195,-0.557797,1.573213
125,-0.146168,0.160055,-0.369252,0.024460,0.027267,0.024758,-1.237464,-0.554786,1.525373
125,-0.023755,0.086946,-0.248338,0.031867,0.028013,0.030466,-1.771585,-0.621218,1.335238
250,0.049929,0.052199,-0.187434,0.042655,0.040620,0.044104,2.567544,-0.575992,1.577237
250,0.200747,0.081221,-0.248192,0.025178,0.023827,0.025602,-2.702558,-0.576643,1.565756
