label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.252694,0.116201,-0.317944,0.009707,0.010822,0.009826,1.099923,-0.046569,-3.117899
125,0.150717,0.150070,-0.420897,0.009550,0.011135,0.011145,-1.017954,0.529601,0.302168
125,0.010486,0.021375,-0.169471,0.013934,0.013187,0.014170,0.051169,-1.099809,-1.628204
125,-0.220155,0.131356,-0.360497,0.010982,0.010458,0.011354,1.097030,0.116041,3.082300
125,-0.070102,0.192614,-0.498176,0.029290,0.032652,0.029647,0.410128,-0.299760,1.654125
125,0.206404,0.150402,-0.414381,0.028626,0.033377,0.033408,-1.080818,-0.405831,1.427132
250,0.037289,0.175348,-0.469372,0.028083,0.026576,0.028556,-0.148829,-0.460432,1.569133
125,-0.318868,0.175683,-0.476324,0.013521,0.012876,0.013980,-0.868877,0.792807,0.542128
125,-0.447183,0.217100,-0.547957,0.027891,0.024519,0.026666,0.053491,-0.460336,1.571396
250,-0.321804,0.159556,-0.427574,0.038087,0.036270,0.039380,-0.825834,-0.463556,1.562550
250,0.124022,0.196820,-0.499945,0.040284,0.038122,0.040964,-0.511984,-0.388704,1.519093
250,0.194347,0.057336,-0.221860,0.039140,0.043633,0.039618,-2.004361,-0.636831,1.234735
