label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.019144,0.110229,-0.206787,0.033009,0.036798,0.033412,3.106755,-0.616335,1.571220
125,0.194436,0.162134,-0.296356,0.010000,0.008791,0.009561,0.963685,-0.047115,-3.108889
250,0.306705,0.247441,-0.403834,0.034312,0.030163,0.032804,0.803596,-0.599418,1.579557
250,0.433481,0.265536,-0.434985,0.027055,0.031546,0.031576,0.010388,-0.596342,1.570923
125,-0.130152,0.274470,-0.449063,0.010302,0.011484,0.010428,0.670659,0.756251,2.428476
125,0.181994,0.185755,-0.314974,0.011274,0.010669,0.011464,-0.963176,0.060693,0.042154
125,0.150846,0.121566,-0.242615,0.011730,0.010311,0.011214,-1.348758,-0.713200,0.527623
125,0.022108,0.090574,-0.192536,0.017017,0.019841,0.019860,-2.702321,-1.058815,1.330279
125,-0.187599,0.133359,-0.239390,0.038983,0.036891,0.039641,1.982892,-0.610375,1.581947
250,0.093089,0.063263,-0.147020,0.023028,0.026850,0.026875,-2.629591,-0.615067,1.564835
250,0.090739,0.123131,-0.217547,0.046853,0.044617,0.048443,-2.328340,-0.613231,1.561955
250,0.185199,0.134281,-0.247718,0.030523,0.029066,0.031559,-1.615409,-0.681514,1.092040
250,0.228587,0.113228,-0.213043,0.031173,0.027403,0.029803,2.055210,-0.611025,1.581566
250,0.312134,0.315340,-0.497712,0.044400,0.042282,0.045908,0.415879,-0.368164,1.699259
