label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.001686,0.015064,-0.309532,0.009772,0.011394,0.011405,1.186322,-0.315496,-3.016700
125,0.207850,0.077526,-0.488814,0.010982,0.010458,0.011354,-0.761477,1.055711,0.739905
125,0.248002,0.074479,-0.495448,0.009550,0.011135,0.011145,-0.967243,0.891534,0.492304
125,0.243472,0.068582,-0.447005,0.033579,0.031977,0.034719,-0.759287,-0.357338,1.563428
250,0.227281,-0.010871,-0.237554,0.029658,0.034580,0.034612,-2.640751,-0.373359,1.565657
125,-0.405612,0.043702,-0.409004,0.010000,0.008791,0.009561,1.177426,0.375765,2.990456
125,-0.224975,-0.023030,-0.218548,0.022422,0.019711,0.021437,-2.638333,-0.643024,1.412305
250,-0.106227,0.079243,-0.474537,0.029823,0.034773,0.034806,-0.921298,-0.162806,1.274736
250,-0.147225,0.006515,-0.283934,0.029098,0.033928,0.033959,-2.078992,-0.369463,1.561446
250,0.050204,-0.015946,-0.211809,0.044440,0.042320,0.045949,2.552781,-0.372904,1.576741
