label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.248575,0.230713,-0.480841,0.030874,0.035999,0.036032,-0.419644,-0.524229,1.566065
250,-0.243108,0.198662,-0.434957,0.027292,0.025827,0.027752,-0.603291,-0.525132,1.564208
125,-0.043727,0.099345,-0.276696,0.011424,0.010879,0.011812,1.008472,-0.305752,-2.954125
125,0.100768,0.042657,-0.185287,0.009550,0.011135,0.011145,2.712575,-1.330030,1.929960
125,-0.106685,0.213886,-0.468385,0.019491,0.018445,0.019820,0.942820,0.524857,2.792677
125,0.147375,0.216464,-0.472002,0.017941,0.020919,0.020939,-0.242997,0.956516,1.288148
125,0.305046,0.170275,-0.390122,0.020661,0.018163,0.019753,-1.189932,-0.529665,1.560016
250,0.034300,0.087114,-0.236394,0.033433,0.037270,0.033841,2.440403,-0.541010,1.578288
125,-0.137184,0.177578,-0.399744,0.023427,0.026116,0.023713,-1.063570,-0.446322,1.372656
125,-0.241927,0.121354,-0.321187,0.011274,0.010669,0.011464,-1.033312,-0.117822,-0.069947
250,0.064322,0.071210,-0.218943,0.022887,0.026686,0.026711,2.717916,-0.542478,1.575571
250,0.009841,0.197076,-0.424294,0.036562,0.034600,0.037179,0.756079,-0.526095,1.578764
