label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.095897,0.130210,-0.295344,0.010982,0.010458,0.011354,1.048558,-0.212110,-3.021016
125,0.087990,0.068142,-0.180456,0.011375,0.009999,0.010875,-2.055538,-1.170860,0.725840
125,0.017972,0.102984,-0.221299,0.030195,0.035208,0.035240,3.123693,-0.519385,1.571001
125,0.148265,0.178840,-0.371830,0.019825,0.018761,0.020159,-1.118880,-0.505042,1.560492
125,0.247893,0.119257,-0.262845,0.019805,0.023093,0.023114,-1.416815,-0.550773,0.770779
250,-0.148539,0.149825,-0.308058,0.027264,0.031790,0.031819,1.605494,-0.510265,1.595500
250,-0.141871,0.220617,-0.425402,0.043488,0.041154,0.044221,0.890876,-0.503116,1.579703
125,0.260744,0.172374,-0.355354,0.015953,0.014024,0.015252,1.052220,0.179936,3.039814
125,0.311615,0.215399,-0.421393,0.032510,0.036242,0.032907,0.881235,-0.461040,1.639243
250,0.452378,0.231445,-0.456144,0.026932,0.030024,0.027261,0.101590,-0.350265,1.589305
250,0.162096,0.118488,-0.244268,0.036112,0.040257,0.036552,-2.069896,-0.514195,1.560740
