label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.293958,0.113045,-0.402873,0.027776,0.032386,0.032416,-1.216339,-0.402577,1.560588
250,-0.439184,0.145372,-0.477414,0.032959,0.031387,0.034078,-0.204732,-0.396239,1.568584
125,-0.247988,0.071600,-0.316743,0.021933,0.024450,0.022200,1.443603,-0.408395,2.213404
125,-0.089572,0.026764,-0.221270,0.011274,0.010669,0.011464,0.815998,-0.956394,-2.486305
125,-0.159393,0.131964,-0.432767,0.038393,0.044766,0.044807,0.946357,-0.400196,1.579627
125,-0.222283,0.082808,-0.336492,0.025854,0.028822,0.026170,1.608243,-0.406425,1.581674
125,-0.225537,0.049206,-0.259090,0.031591,0.030084,0.032664,-1.498314,-0.533384,0.663080
250,-0.490153,0.150737,-0.480660,0.041060,0.039101,0.042454,0.135470,-0.396121,1.572267
250,-0.171073,0.102331,-0.364188,0.038130,0.044460,0.044501,1.401775,-0.404367,1.581526
250,0.121478,0.129129,-0.436394,0.030702,0.035798,0.035831,-0.943088,-0.400170,1.561986
