label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.092411,0.166346,-0.449845,0.028285,0.032980,0.033010,-0.748612,-0.366826,1.394406
125,0.295698,0.214816,-0.537637,0.013742,0.015319,0.013909,-0.477625,0.969902,1.010388
125,0.151761,0.202216,-0.513062,0.027687,0.030865,0.028025,0.359276,-0.516677,1.574862
250,0.039513,0.116013,-0.356344,0.041344,0.039125,0.042042,1.473756,-0.525095,1.582306
250,0.202874,0.182874,-0.479192,0.031591,0.030084,0.032664,0.142439,-0.516137,1.572438
125,-0.375504,0.164083,-0.463633,0.014890,0.014179,0.015395,0.757366,0.336750,2.390883
125,-0.060949,0.100314,-0.344392,0.010000,0.008791,0.009561,-1.044733,-0.009949,-0.005776
125,-0.073455,0.157428,-0.442640,0.010000,0.008791,0.009561,-0.945502,0.539798,0.355300
125,-0.169737,-0.005509,-0.158616,0.028057,0.026551,0.028530,-2.891857,-0.535727,1.567939
250,-0.292463,0.164096,-0.451502,0.022644,0.026403,0.026428,0.500968,-0.517270,1.576350
250,-0.035527,0.189702,-0.490218,0.029860,0.026249,0.028548,-0.735713,-0.283678,1.307850
250,0.111404,0.167948,-0.453995,0.028446,0.025006,0.027196,0.650879,-0.304374,1.770253
