label,x,y,z,w,h,l,roll,pitch,yaw
125,0.004385,0.027169,-0.321039,0.009550,0.011135,0.011145,-1.041818,-0.444791,-0.246401
125,-0.004247,0.044151,-0.361813,0.010000,0.008791,0.009561,-1.096135,-0.080714,-0.041406
125,0.034769,0.133756,-0.508357,0.029629,0.026046,0.028327,-0.646612,-0.465017,1.564029
125,-0.031976,0.118580,-0.499295,0.010527,0.009254,0.010064,-0.615668,0.978816,0.864886
250,-0.234175,0.036877,-0.315988,0.030753,0.035858,0.035891,1.910357,-0.476342,1.581389
250,-0.239196,0.117036,-0.476990,0.026970,0.031447,0.031476,0.858632,-0.466469,1.579300
125,-0.294331,0.050967,-0.349782,0.014769,0.014064,0.015270,-1.096972,-0.057087,-0.029249
125,-0.446194,0.173960,-0.590194,0.027920,0.024544,0.026693,-0.316886,0.180340,1.346479
250,-0.337693,0.140640,-0.528658,0.028542,0.027181,0.029511,-0.718613,0.052573,1.062042
250,-0.312617,0.073042,-0.379697,0.038791,0.034100,0.037086,-1.472523,-0.472033,1.559617
250,-0.182294,0.029738,-0.302111,0.036833,0.034857,0.037455,2.194108,-0.478843,1.579917
250,-0.260539,-0.001805,-0.244222,0.031989,0.030463,0.033075,2.230780,-0.479136,1.579671
