label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.302411,0.139953,-0.452853,0.028285,0.032980,0.033010,-0.776021,-0.215942,1.402303
125,0.128999,0.071453,-0.303735,0.009707,0.010822,0.009826,-1.176730,-0.321224,-0.130538
125,0.150939,0.054091,-0.251633,0.011274,0.010669,0.011464,-1.123799,-0.568339,-0.252499
125,0.085698,0.174463,-0.547012,0.013742,0.015319,0.013909,-0.655057,1.093481,0.857727
125,-0.058239,0.165760,-0.520802,0.027687,0.030865,0.028025,0.359940,-0.363532,1.574579
250,-0.170487,0.104473,-0.352769,0.041344,0.039125,0.042042,1.475641,-0.371958,1.581486
250,-0.007126,0.151811,-0.484378,0.031591,0.030084,0.032664,0.142707,-0.362991,1.572324
125,-0.270949,0.090781,-0.338562,0.010000,0.008791,0.009561,-1.197885,-0.010714,-0.004191
125,-0.283455,0.132239,-0.444373,0.010000,0.008791,0.009561,-1.118078,0.586523,0.262979
250,-0.245527,0.156877,-0.496317,0.029860,0.026249,0.028548,-0.775742,-0.135610,1.316205
250,-0.098595,0.140903,-0.457199,0.028446,0.025006,0.027196,0.681472,-0.154147,1.763280
250,0.189647,0.070029,-0.274289,0.033374,0.031583,0.033937,-1.945851,-0.376569,1.560805
