label,x,y,z,w,h,l,roll,pitch,yaw
250,0.135745,0.015548,-0.131985,0.041925,0.036855,0.040083,2.637142,-0.468239,1.576189
125,-0.092969,0.055071,-0.232917,0.010000,0.008791,0.009561,-0.913421,-0.758630,-0.488152
125,-0.243689,0.055935,-0.241778,0.011274,0.010669,0.011464,0.730202,-0.933227,-2.410141
125,-0.083967,0.145815,-0.409458,0.028948,0.032271,0.029301,-0.908671,-0.453346,1.561997
125,0.003917,0.139980,-0.401030,0.029918,0.028313,0.030423,-1.214041,-0.456008,1.560342
250,-0.084237,0.178926,-0.487112,0.019379,0.022596,0.022617,-0.505192,-0.073194,1.335021
125,0.252785,0.231328,-0.560710,0.009550,0.011135,0.011145,0.054538,1.110581,1.631653
125,0.299189,0.190499,-0.497113,0.010000,0.008791,0.009561,-0.407980,1.066565,1.112225
125,0.382513,0.168073,-0.478400,0.009707,0.010822,0.009826,-0.901312,0.774715,0.505607
250,0.290546,0.166504,-0.451609,0.027486,0.032048,0.032077,-0.235484,-0.449756,1.568193
250,-0.259345,0.077838,-0.275481,0.024893,0.029025,0.029052,2.346670,-0.466495,1.578761
250,-0.299714,0.172287,-0.454532,0.040682,0.038741,0.042063,0.683079,-0.451732,1.577839
