label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.114218,0.027395,-0.198286,0.017186,0.019159,0.017396,-2.033242,-1.076081,0.660154
250,-0.074571,0.108923,-0.415051,0.042363,0.049395,0.049440,-0.970931,-0.292603,1.562161
250,-0.394329,0.102595,-0.425661,0.025453,0.029678,0.029705,1.100912,-0.164141,1.864167
125,0.049608,0.093116,-0.397667,0.009550,0.011135,0.011145,1.262238,0.255382,3.061248
125,0.368043,0.079186,-0.376002,0.011294,0.012590,0.011432,-1.154784,0.040876,0.713930
125,0.390736,0.089986,-0.393396,0.024501,0.023186,0.024915,-1.138603,-0.216102,1.374542
125,0.068186,0.130298,-0.515206,0.026530,0.030933,0.030962,0.776664,0.124996,1.994776
250,0.135135,0.103030,-0.420108,0.028801,0.033582,0.033613,0.987011,-0.292737,1.579526
125,-0.132675,0.036669,-0.226007,0.009550,0.011135,0.011145,-0.938347,-1.050564,-0.566411
125,-0.175091,0.119432,-0.483533,0.009707,0.010822,0.009826,-0.309285,1.257209,1.246719
125,-0.070941,0.112482,-0.480366,0.013116,0.014622,0.013276,-1.123531,0.823868,0.338442
250,0.111827,0.047756,-0.243708,0.031360,0.029864,0.032425,2.174802,-0.303928,1.579407
