label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.136867,0.026168,-0.253685,0.011274,0.010669,0.011464,0.239239,-1.029436,-1.848071
125,-0.230338,0.042290,-0.273752,0.009550,0.011135,0.011145,0.925553,-0.587291,-2.746440
125,-0.252039,0.044014,-0.277862,0.010000,0.008791,0.009561,0.964044,-0.499171,-2.820806
125,0.126591,0.103764,-0.376393,0.026015,0.024619,0.026454,-1.453647,-0.523182,1.559324
125,-0.105433,0.017944,-0.231564,0.019644,0.017268,0.018780,-2.998014,-0.871337,1.514145
250,-0.006306,0.166697,-0.471883,0.041273,0.039059,0.041970,-0.674809,-0.516525,1.563580
250,-0.223164,0.189678,-0.512965,0.034511,0.038472,0.034932,0.497297,-0.515540,1.576307
250,0.035830,0.085556,-0.331820,0.040996,0.038796,0.041687,-1.693918,-0.525579,1.559332
250,0.232538,0.176174,-0.497269,0.032203,0.030475,0.032747,0.459653,-0.234652,1.736466
250,0.156824,0.037192,-0.253286,0.030541,0.034046,0.030913,2.143920,-0.529765,1.580503
250,0.143759,0.122182,-0.396231,0.034533,0.038497,0.034954,1.285074,-0.521530,1.581880
125,-0.211339,0.065208,-0.327061,0.009707,0.010822,0.009826,1.407864,-0.607420,2.495557
250,-0.032674,0.195900,-0.535130,0.023762,0.020889,0.022718,-0.349101,-0.259496,1.459934
250,0.050780,0.164754,-0.469077,0.040436,0.038266,0.041118,-0.887023,-0.518022,1.561842
