label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.133018,0.125061,-0.312187,0.030345,0.033828,0.030715,-1.684597,-0.570279,1.559002
125,0.033286,0.225742,-0.472499,0.011274,0.010669,0.011464,0.739098,0.753745,2.497533
125,-0.019019,0.094209,-0.271783,0.021507,0.025077,0.025101,1.750867,-0.652672,1.920372
125,0.226314,0.263428,-0.512447,0.048044,0.042234,0.045933,-0.303565,-0.559572,1.567248
250,0.112224,0.235006,-0.478373,0.036416,0.040596,0.036860,0.223834,-0.468882,1.597879
250,0.261881,0.180976,-0.395336,0.034986,0.030755,0.033448,-0.909099,-0.555179,1.549405
125,-0.184535,0.128405,-0.335797,0.010239,0.011939,0.011950,-1.548260,-0.568918,1.558928
125,-0.305924,0.227752,-0.472587,0.030480,0.033978,0.030852,0.067114,-0.559134,1.571593
125,-0.134541,0.095274,-0.279389,0.016878,0.018816,0.017084,-1.224866,-0.586857,0.360746
250,-0.382186,0.203571,-0.431421,0.039242,0.037137,0.039905,0.612393,-0.560939,1.577620
250,-0.034344,0.236848,-0.492458,0.028868,0.027319,0.029355,0.691756,-0.388384,1.753793
250,0.147955,0.035846,-0.181802,0.021312,0.024849,0.024872,2.912349,-1.415085,1.774801
