label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.112398,0.145016,-0.297765,0.017211,0.016287,0.017501,1.519484,-0.547944,1.896983
125,0.079685,0.267608,-0.485066,0.037683,0.035661,0.038319,-0.123048,-0.528566,1.569367
125,-0.081613,0.144277,-0.298416,0.012819,0.014947,0.014961,1.292764,-0.487521,2.394043
125,0.171839,0.118452,-0.241206,0.027101,0.023824,0.025910,-2.176181,-0.544201,1.561218
250,-0.025277,0.260322,-0.487755,0.022167,0.021109,0.022919,0.337134,0.297602,1.873696
250,-0.120612,0.082349,-0.173883,0.038930,0.036841,0.039587,2.299848,-0.545169,1.579484
250,-0.159420,0.261797,-0.477340,0.035301,0.033407,0.035897,0.805010,-0.491436,1.628632
250,0.443414,0.253438,-0.463393,0.030991,0.027243,0.029629,0.332392,-0.529041,1.574597
250,-0.076765,0.073825,-0.170015,0.026734,0.025299,0.027185,2.467388,-0.546314,1.578068
250,0.122981,0.070885,-0.167229,0.021892,0.019244,0.020929,-2.565074,-0.942095,1.290238
