label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.133598,0.081575,-0.273028,0.037493,0.035482,0.038126,-1.880770,-0.556647,1.559601
125,0.230109,0.064682,-0.265424,0.012647,0.011118,0.012091,-1.627664,-0.761679,0.784464
125,-0.010172,0.045984,-0.229352,0.018431,0.016202,0.017621,2.395718,-0.740182,1.762106
125,0.089991,0.011023,-0.158906,0.032528,0.036262,0.032925,-3.117180,-0.563566,1.570510
125,0.197588,0.151086,-0.397784,0.020358,0.017896,0.019463,-0.886101,-0.351006,1.255100
125,0.155978,0.070959,-0.257147,0.031211,0.034794,0.031592,-2.489441,-0.561528,1.563662
125,0.089322,0.031680,-0.192780,0.030755,0.035860,0.035893,-3.118463,-0.563566,1.570525
125,-0.311283,0.163955,-0.425039,0.010982,0.010458,0.011354,-0.660688,0.842180,0.764977
125,-0.246578,0.203914,-0.481816,0.021250,0.023690,0.021510,-0.611680,-0.545392,1.564046
125,-0.430377,0.198748,-0.472974,0.025194,0.023992,0.026050,0.350646,-0.285550,1.685593
125,-0.213466,0.075445,-0.262554,0.036839,0.035081,0.038090,-2.087751,-0.558534,1.560577
250,-0.311775,0.191542,-0.444153,0.044377,0.042260,0.045884,-0.387696,-0.544315,1.566352
250,-0.305868,0.215494,-0.484243,0.036722,0.042818,0.042857,-0.323585,-0.544091,1.567059
250,0.116526,0.216845,-0.485536,0.045145,0.042723,0.045907,-0.176009,-0.543724,1.568738
