label,x,y,z,w,h,l,roll,pitch,yaw
125,-0.348958,0.098614,-0.515379,0.012228,0.011572,0.012435,0.739350,1.134930,2.359161
125,-0.238863,0.015243,-0.274486,0.010000,0.008791,0.009561,-1.038375,-0.908969,-0.435079
125,-0.159115,0.010897,-0.238169,0.009550,0.011135,0.011145,-1.158054,-0.679758,-0.268611
125,-0.249289,0.094091,-0.509538,0.014686,0.013985,0.015185,-0.688302,1.154991,0.838480
250,-0.104698,0.043140,-0.333368,0.028666,0.027298,0.029639,-1.617908,-0.329382,1.399602
125,0.315340,0.060601,-0.409412,0.011288,0.010749,0.011671,-1.235033,0.327635,0.111834
125,0.041353,0.055717,-0.388900,0.014904,0.013102,0.014249,1.193005,-0.234044,1.810188
125,-0.029483,0.090184,-0.465548,0.032493,0.028564,0.031065,0.990842,-0.311790,1.579601
250,0.128018,0.074749,-0.415917,0.038862,0.036777,0.039518,0.366131,-0.307924,1.574565
250,0.060550,-0.003679,-0.165326,0.041490,0.036472,0.039666,2.690446,-0.326261,1.575385
250,-0.401992,0.070575,-0.402534,0.034169,0.038090,0.034586,1.097387,-0.312712,1.580164
