label,x,y,z,w,h,l,roll,pitch,yaw
125,0.157948,0.117305,-0.517505,0.010000,0.008791,0.009561,-0.714635,0.993169,0.767892
125,-0.037634,0.129888,-0.553601,0.023481,0.027378,0.027403,0.531055,-0.416514,1.576356
125,0.270347,0.038606,-0.363742,0.017089,0.016172,0.017377,-1.581461,-0.425260,1.559820
125,0.080687,0.097553,-0.478073,0.027838,0.031034,0.028178,0.038741,-0.415138,1.571222
125,0.054783,-0.011691,-0.247129,0.022293,0.021097,0.022670,2.907843,-0.434860,1.573339
250,0.013398,-0.017234,-0.213595,0.042247,0.040231,0.043682,2.666886,-0.636288,1.687226
125,-0.211841,0.061803,-0.411100,0.022123,0.020936,0.022497,-1.097924,-0.230485,1.085335
250,-0.322727,0.101422,-0.477749,0.035104,0.039134,0.035533,-0.315616,-0.415627,1.567389
125,-0.108424,0.049672,-0.361531,0.011274,0.010669,0.011464,1.145665,0.000063,3.141564
250,-0.065395,0.040221,-0.336462,0.040107,0.044710,0.040596,1.745446,-0.426891,1.581607
