label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.128351,0.090868,-0.299942,0.033999,0.032376,0.035153,1.752927,-0.469343,1.581813
250,0.214613,0.215733,-0.534924,0.041925,0.036855,0.040083,-0.501226,-0.458743,1.565414
125,0.443154,0.158566,-0.442403,0.010000,0.008791,0.009561,0.902758,0.756092,2.645403
125,0.096809,0.002439,-0.105165,0.009550,0.011135,0.011145,-0.050311,-1.102650,-1.514432
125,0.050525,0.028830,-0.176061,0.010000,0.008791,0.009561,0.403328,-1.058732,-2.026016
125,-0.032757,0.030396,-0.205348,0.009707,0.010822,0.009826,0.892490,-0.769563,-2.630543
125,-0.004559,0.153007,-0.433821,0.020959,0.018424,0.020038,0.695384,-0.378902,1.654693
125,0.113517,0.199202,-0.520097,0.026096,0.029091,0.026414,-0.100543,-0.113233,1.531574
250,0.025544,0.195810,-0.514095,0.029965,0.028535,0.030982,0.283561,0.075982,1.740100
250,0.059249,0.050816,-0.222553,0.027486,0.032048,0.032077,2.902165,-0.477223,1.573453
