label,x,y,z,w,h,l,roll,pitch,yaw
125,0.346845,0.083685,-0.606183,0.010000,0.008791,0.009561,-0.203700,1.260254,1.357166
125,0.390563,0.071857,-0.538326,0.037559,0.033017,0.035908,-0.311565,-0.294397,1.567584
250,0.139437,-0.041836,-0.190586,0.030223,0.026569,0.028895,1.942981,-0.732370,2.307175
125,-0.152168,-0.051279,-0.171391,0.009550,0.011135,0.011145,0.468935,-1.228691,-2.064218
125,0.046892,0.049026,-0.498643,0.010000,0.008791,0.009561,-1.181489,0.662501,0.247179
250,0.122143,0.021676,-0.395633,0.025895,0.030193,0.030221,1.361279,-0.274862,1.730994
125,-0.262915,0.009409,-0.370047,0.009550,0.011135,0.011145,1.266644,0.038999,3.129355
125,-0.187694,-0.030757,-0.212850,0.036535,0.032117,0.034929,2.731918,-0.313089,1.574971
125,-0.237735,-0.008894,-0.296886,0.026487,0.030883,0.030912,2.099200,-0.308967,1.579847
125,0.030281,0.056664,-0.517924,0.011862,0.011296,0.012265,-1.139414,0.773157,0.311035
250,-0.296399,0.033629,-0.436195,0.024478,0.028541,0.028568,1.124527,-0.241120,1.713834
250,-0.080978,-0.064670,-0.128123,0.024850,0.023664,0.025693,-2.985142,-0.313792,1.569164
250,-0.182944,0.069052,-0.524451,0.040523,0.035622,0.038742,0.355200,-0.294540,1.574441
250,-0.042696,0.074390,-0.556498,0.031137,0.034711,0.031517,-0.359723,-0.294556,1.567107
250,-0.101095,-0.044638,-0.171292,0.035450,0.031163,0.033892,-3.032014,-0.603103,1.536841
