label,x,y,z,w,h,l,roll,pitch,yaw
250,-0.103994,0.184286,-0.488858,0.035598,0.031293,0.034033,0.848271,-0.517832,1.579463
250,0.007920,0.042060,-0.240889,0.037709,0.033148,0.036051,2.573494,-0.532866,1.577012
250,0.251731,0.109012,-0.355597,0.036754,0.042855,0.042894,-1.492446,-0.523674,1.559279
125,-0.196725,0.145315,-0.444298,0.013338,0.014869,0.013501,-0.969071,0.485251,0.309962
125,-0.198350,0.086624,-0.340208,0.015617,0.018209,0.018226,-1.204105,-0.390028,0.638657
125,-0.133444,0.147199,-0.445256,0.019262,0.018343,0.019916,-0.919241,0.177325,0.529011
250,-0.312517,0.205843,-0.527077,0.034252,0.038183,0.034670,-0.243470,-0.514725,1.568012
125,-0.082658,0.153258,-0.448366,0.009550,0.011135,0.011145,0.959053,0.511762,2.810682
125,-0.023917,0.125265,-0.403253,0.018865,0.021031,0.019096,1.050844,-0.519482,1.580822
125,0.248450,0.067904,-0.308170,0.015985,0.015127,0.016255,-1.027230,-0.253070,-0.150161
125,0.105054,0.183115,-0.502172,0.023564,0.022300,0.023962,-0.104681,-0.284874,1.541981
