label,x,y,z,w,h,l,roll,pitch,yaw
250,0.133478,0.195315,-0.379565,0.037493,0.035482,0.038126,1.250486,-0.563864,1.582049
125,-0.230252,0.194499,-0.397596,0.012647,0.011118,0.012091,0.813357,-0.161340,2.117001
125,-0.153464,0.051743,-0.161036,0.012804,0.011256,0.012241,0.494269,-0.914596,-2.168067
125,0.009963,0.219044,-0.430451,0.018431,0.016202,0.017621,-0.559975,-0.367140,1.420140
125,-0.090323,0.267170,-0.492450,0.032528,0.036262,0.032925,0.025691,-0.556987,1.571101
125,-0.156128,0.204746,-0.395645,0.031211,0.034794,0.031592,0.646160,-0.559011,1.577935
125,-0.089591,0.245662,-0.459111,0.030755,0.035860,0.035893,0.024424,-0.556987,1.571086
125,0.396331,0.244315,-0.466593,0.010982,0.010458,0.011354,-0.272504,0.979222,1.246048
125,0.213327,0.202146,-0.389749,0.036839,0.035081,0.038090,1.044556,-0.561985,1.581048
250,-0.116243,0.062639,-0.164960,0.045145,0.042723,0.045907,2.964976,-0.576829,1.572879
250,-0.000251,0.095140,-0.229318,0.025295,0.022236,0.024183,-2.456938,-0.574743,1.563299
